ID,time,SID,lat,lon,SQRT_SEA_DEM_LAT,WSPD,WDIR,TMP,TX,TN,TP,RH,PRES2M,pm25
155,1/14/2020,71,21.0272212,106.0342099,4.7475653,3.080960751,156.5968933,21.62499428,24.55999184,19.01998329,1.5,80.125,101333.5469,141.3069375
156,1/14/2020,79,21.01525,105.80013,4.3072305,3.475149393,150.8072662,21.65624046,24.68999672,19.02999306,0.9375,79,101288.3516,156.28125
157,1/14/2020,155,21.1137452,105.9268934,5.2229247,3.044802666,155.3460846,21.5616188,24.51599121,18.92398453,1.575,80.15125275,101329.8672,133.017425
158,1/14/2020,156,21.127574,105.9508299,5.7695165,2.900170803,150.3428497,21.30811882,24.33999062,18.53998756,1.875,80.2562561,101315.1484,139.1645417
159,1/14/2020,157,21.1277395,105.8895444,5.4764967,2.913544178,149.6829376,21.29911804,24.35848999,18.51748848,1.8,80.20249939,101298.0313,65.67434167
160,1/14/2020,159,21.0377269,106.1468067,5.693217,3.611183405,150.6044312,21.72374153,24.67998695,19.10000038,2.875,80.36250305,101374.9531,106.7675583
161,1/14/2020,160,21.0353984,106.1025755,5.765338,3.080960751,156.5968933,21.62499428,24.55999184,19.01998329,1.5,80.125,101333.5469,106.3309542
162,1/14/2020,162,21.089142,105.990311,5.6517334,3.080960751,156.5968933,21.62499428,24.55999184,19.01998329,1.5,80.125,101333.5469,107.0824
163,1/14/2020,163,21.0243474,106.0172877,4.988467,3.080960751,156.5968933,21.62499428,24.55999184,19.01998329,1.5,80.125,101333.5469,111.6427375
164,1/14/2020,195,21.33847,105.3673,5.228505,1.06481123,85.33528137,21.00436401,25.12699318,18.38099098,0.23125,74.34000397,100736.6328,33.20475417
165,1/14/2020,300,21.023532,105.853941,4.8650875,3.475149393,150.8072662,21.65624046,24.68999672,19.02999306,0.9375,79,101288.3516,178.5
166,1/15/2020,19,21.04975,105.74187,5.922647,5.923899174,159.5345154,22.64248848,25.57998085,20.79000282,0.3125,73.82500458,101191.4688,71.66458333
167,1/15/2020,51,21.2003445,105.9485439,6.696101,4.989981174,156.324585,21.95624352,24.33999062,19.99999428,0.625,76.55000305,101214.6641,38.46823333
168,1/15/2020,52,21.1232473,106.2883295,5.527568,5.059097767,157.125412,21.69811821,23.95998573,19.58500099,0.96875,77.9437561,101238.3672,27.98354167
169,1/15/2020,53,21.1527453,106.111371,5.5352697,4.987541676,156.3169708,21.90724373,24.28598976,19.92899513,0.675,76.76625061,101210.2813,30.897575
170,1/15/2020,62,21.1518069,106.1518796,5.995299,4.965584278,156.2483978,21.46624184,23.79998207,19.29000282,1.125,78.71250153,101170.8672,34.294575
